"7 Place de l’Eglise 76116 Auzouville-sur-Ry
"
"Place du Général de Gaulle 76790 Le Tilleul
"
"1 Place du Général de Gaulle 76790 Le Tilleul
"
"60 Rue de l'Eglise 76116 Martainville-Épreville
"
"10 Rue de l’Eglise 76270 Mesnières-en-Bray
"
"7 Chemin de la Planquette 76130 Mont-Saint-Aignan
"
"11 Boulevard d'Orleans 76100 Rouen
"
"6 Place Delahaye 76760 Yerville
"
"11 Rue Jules Haemers 76190 Yvetot
"
