"2 Place de la Libération 51000 Châlons-en-Champagne
"
"9 Rue du Luxembourg 51220 Hermonville
"
"1 Rue de la Cave aux Champs 51220 Loivre
"
"2 Rue de l’Eglise 51240 Nuisement-sur-Coole
"
"3 Rue de l'Eglise 51510 Villers-le-Château
"
"3bis Rue Saint Thiebault 51300 Vitry-en-Perthois
"
